Name,number_of_barcodes,LFC,neg_selection_fdr,pos_selection_fdr,contrast,Chromosome,Start,End,Strand,ID,locus_tag,num_control_bcs
rfaI,6,-6.3337,2.3e-05,1.0,d1,FQ312003.1,3934828,3935842,-,gene-SL1344_3684,SL1344_3684,15bc
rfbH,4,-3.5416,2.3e-05,1.0,d1,FQ312003.1,2168640,2169954,-,gene-SL1344_2067,SL1344_2067,15bc
gidA,2,-6.5742,2.3e-05,1.0,d1,FQ312003.1,4103208,4105098,-,gene-SL1344_3841,SL1344_3841,15bc
rfbK,4,-0.77413,2.3e-05,1.0,d1,FQ312003.1,2160147,2161581,-,gene-SL1344_2060,SL1344_2060,15bc
purH,1,-9.8973,2.3e-05,1.0,d1,FQ312003.1,4413792,4415382,-,gene-SL1344_4115,SL1344_4115,15bc
SL1344_2697,2,-5.6149,2.3e-05,1.0,d1,FQ312003.1,2879069,2879447,-,gene-SL1344_2697,SL1344_2697,15bc
pfkA,2,-4.1414,2.3e-05,1.0,d1,FQ312003.1,4293767,4294730,+,gene-SL1344_4011,SL1344_4011,15bc
yafB,6,-0.50447,0.001939,1.6e-05,d1,HE654725.1,5712,6315,-,gene-SL1344_P2_0010,SL1344_P2_0010,15bc
pilV,11,-0.26672,0.006307,1.6e-05,d1,HE654725.1,71002,72295,-,gene-SL1344_P2_0085,SL1344_P2_0085,15bc
frdA,2,-4.2528,2.3e-05,1.0,d1,FQ312003.1,4604562,4606353,-,gene-SL1344_4280,SL1344_4280,15bc
damX,2,-3.4554,2.3e-05,1.0,d1,FQ312003.1,3661225,3662503,-,gene-SL1344_3452,SL1344_3452,15bc
purG,1,-10.185,2.3e-05,1.0,d1,FQ312003.1,2705970,2709858,-,gene-SL1344_2527,SL1344_2527,15bc
rfbG,2,-3.1425,2.3e-05,1.0,d1,FQ312003.1,2169980,2171060,-,gene-SL1344_2068,SL1344_2068,15bc
ybjX,4,-2.8444,2.3e-05,1.0,d1,FQ312003.1,974051,975020,-,gene-SL1344_0879,SL1344_0879,15bc
prgH,6,-1.0035,0.001939,1.6e-05,d1,FQ312003.1,3038917,3040096,-,gene-SL1344_2854,SL1344_2854,15bc
pilP,5,-0.64911,0.000162,1.0,d1,HE654725.1,76811,77264,-,gene-SL1344_P2_0091,SL1344_P2_0091,15bc
purD,1,-8.8458,2.3e-05,1.0,d1,FQ312003.1,4412491,4413781,-,gene-SL1344_4114,SL1344_4114,15bc
pilK,5,-0.6284,0.001405,1.6e-05,d1,HE654725.1,81772,82363,-,gene-SL1344_P2_0096,SL1344_P2_0096,15bc
repA,2,-1.8735,2.3e-05,1.0,d1,HE654724.1,91052,91934,-,gene-SL1344_P1_0099,SL1344_P1_0099,15bc
repA,2,-1.8735,2.3e-05,1.0,d1,HE654726.1,1987,2827,-,gene-SL1344_P3_0004,SL1344_P3_0004,15bc
rfaL,2,-1.7669,2.3e-05,1.0,d1,FQ312003.1,3929603,3930818,+,gene-SL1344_3679,SL1344_3679,15bc
rfaB,2,-1.9257,2.3e-05,1.0,d1,FQ312003.1,3935847,3936927,-,gene-SL1344_3685,SL1344_3685,15bc
SL1344_1597,3,-0.95845,2.3e-05,1.0,d1,FQ312003.1,1716545,1717103,-,gene-SL1344_1597,SL1344_1597,15bc
arcB,1,-7.0764,2.3e-05,1.0,d1,FQ312003.1,3511908,3514245,-,gene-SL1344_3300,SL1344_3300,15bc
pilS,8,-0.29459,0.005927,1.6e-05,d1,HE654725.1,73505,74120,-,gene-SL1344_P2_0088,SL1344_P2_0088,15bc
purA,1,-6.9902,2.3e-05,1.0,d1,FQ312003.1,4629675,4630974,+,gene-SL1344_4299,SL1344_4299,15bc
dcuB,2,-0.9549,2.3e-05,1.0,d1,FQ312003.1,4568398,4569739,-,gene-SL1344_4238,SL1344_4238,15bc
orf408,6,-0.1667,0.006998,1.0,d1,FQ312003.1,1421657,1422884,-,gene-SL1344_1316,SL1344_1316,15bc
repC,3,-1.7997,2.3e-05,1.6e-05,d1,HE654724.1,92241,92487,-,gene-SL1344_P1_0102,SL1344_P1_0102,15bc
repC,3,-1.7997,2.3e-05,1.6e-05,d1,HE654726.1,1149,1998,-,gene-SL1344_P3_0003,SL1344_P3_0003,15bc
SL1344_2702,2,-1.2761,2.3e-05,1.0,d1,FQ312003.1,2883630,2884488,-,gene-SL1344_2702,SL1344_2702,15bc
