Name,number_of_barcodes,LFC,neg_selection_fdr,pos_selection_fdr,contrast,Chromosome,Start,End,Strand,ID,locus_tag,num_control_bcs
rfaI,2,-5.1594,1e-05,1.0,d1,FQ312003.1,3934828,3935842,-,gene-SL1344_3684,SL1344_3684,15bc
SL1344_4440,3,-2.0937,1e-05,1.0,d1,FQ312003.1,4784223,4784670,+,gene-SL1344_4440,SL1344_4440,15bc
hybA,2,-3.0866,1e-05,1.0,d1,FQ312003.1,3332357,3333344,-,gene-SL1344_3123,SL1344_3123,15bc
rfaG,2,-6.3927,1e-05,1.0,d1,FQ312003.1,3938051,3939176,-,gene-SL1344_3688,SL1344_3688,15bc
SL1344_4470,2,-2.6719,1e-05,1.0,d1,FQ312003.1,4818058,4819120,+,gene-SL1344_4470,SL1344_4470,15bc
aroA,2,-3.3023,1e-05,1.0,d1,FQ312003.1,1019200,1020484,+,gene-SL1344_0915,SL1344_0915,15bc
SL1344_1564,4,-0.45261,1e-05,1.0,d1,FQ312003.1,1681511,1682159,+,gene-SL1344_1564,SL1344_1564,15bc
aph(3'')-Ib,2,-2.269,1e-05,1.0,d1,HE654726.1,7850,8654,-,gene-SL1344_P3_0014,SL1344_P3_0014,15bc
SL1344_3976,1,-7.9032,1e-05,1.0,d1,FQ312003.1,4261086,4261515,-,gene-SL1344_3976,SL1344_3976,15bc
rfaK,3,-0.6347,1e-05,1.0,d1,FQ312003.1,3930874,3931738,-,gene-SL1344_3680,SL1344_3680,15bc
rfbV,2,-2.0,1e-05,1.0,d1,FQ312003.1,2165333,2166335,-,gene-SL1344_2064,SL1344_2064,15bc
rfaP,2,-3.4445,1e-05,1.0,d1,FQ312003.1,3937261,3938059,-,gene-SL1344_3687,SL1344_3687,15bc
rfbC,2,-2.0077,1e-05,1.0,d1,FQ312003.1,2172832,2173384,-,gene-SL1344_2071,SL1344_2071,15bc
repC,2,-2.3753,1e-05,1.0,d1,HE654724.1,92241,92487,-,gene-SL1344_P1_0102,SL1344_P1_0102,15bc
repC,2,-2.3753,1e-05,1.0,d1,HE654726.1,1149,1998,-,gene-SL1344_P3_0003,SL1344_P3_0003,15bc
strB,2,-0.95275,1e-05,1.0,d1,HE654726.1,7014,7860,-,gene-SL1344_P3_0013,SL1344_P3_0013,15bc
surA,2,-1.9611,1e-05,1.0,d1,FQ312003.1,104472,105759,-,gene-SL1344_0093,SL1344_0093,15bc
SL1344_1474,3,-0.39273,1e-05,1.0,d1,FQ312003.1,1578261,1579503,-,gene-SL1344_1474,SL1344_1474,15bc
SL1344_4471,2,-1.0482,1e-05,1.0,d1,FQ312003.1,4819137,4820148,+,gene-SL1344_4471,SL1344_4471,15bc
SL1344_1472,3,-0.48216,1e-05,1.0,d1,FQ312003.1,1575172,1576459,-,gene-SL1344_1472,SL1344_1472,15bc
prgH,2,-3.0191,1e-05,1.0,d1,FQ312003.1,3038917,3040096,-,gene-SL1344_2854,SL1344_2854,15bc
SL1344_4467,2,-0.96262,1e-05,1.0,d1,FQ312003.1,4815953,4816415,+,gene-SL1344_4467,SL1344_4467,15bc
SL1344_3227,5,-0.34201,1e-05,1.0,d1,FQ312003.1,3444174,3445089,+,gene-SL1344_3227,SL1344_3227,15bc
SL1344_4466,2,-0.81852,1e-05,1.0,d1,FQ312003.1,4815516,4815939,+,gene-SL1344_4466,SL1344_4466,15bc
SL1344_3813,1,-9.7937,1e-05,1.0,d1,FQ312003.1,4073650,4074586,+,gene-SL1344_3813,SL1344_3813,15bc
ldcA,2,-1.4663,1e-05,1.0,d1,FQ312003.1,1855650,1856565,+,gene-SL1344_1728,SL1344_1728,15bc
ndh,2,-0.90423,1e-05,1.0,d1,FQ312003.1,1250595,1251900,+,gene-SL1344_1148,SL1344_1148,15bc
hybC,1,-3.4665,1e-05,1.0,d1,FQ312003.1,3329489,3331193,-,gene-SL1344_3121,SL1344_3121,15bc
SL1344_3747,4,0.0655,1e-05,2.2e-05,d1,FQ312003.1,4002065,4003550,-,gene-SL1344_3747,SL1344_3747,15bc
celF,2,-0.54894,1e-05,1.0,d1,FQ312003.1,1351796,1353152,+,gene-SL1344_1251,SL1344_1251,15bc
yibP,1,-3.6309,1e-05,1.0,d1,FQ312003.1,3920431,3921715,+,gene-SL1344_3671,SL1344_3671,15bc
adhP,2,-0.52855,1e-05,1.0,d1,FQ312003.1,1604727,1605657,+,gene-SL1344_1497,SL1344_1497,15bc
metB,1,-3.9811,1e-05,1.0,d1,FQ312003.1,4331150,4332311,+,gene-SL1344_4049,SL1344_4049,15bc
dcuB,2,-0.51907,1e-05,1.0,d1,FQ312003.1,4568398,4569739,-,gene-SL1344_4238,SL1344_4238,15bc
yafB,2,-0.45312,1e-05,1.0,d1,HE654725.1,5712,6315,-,gene-SL1344_P2_0010,SL1344_P2_0010,15bc
iscA,1,-7.7882,1e-05,1.0,d1,FQ312003.1,2678486,2678810,-,gene-SL1344_2503,SL1344_2503,15bc
rstB,2,-0.50773,1e-05,1.0,d1,FQ312003.1,1503257,1504559,-,gene-SL1344_1402,SL1344_1402,15bc
SL1344_1484,2,-0.42473,1e-05,1.0,d1,FQ312003.1,1587257,1588724,-,gene-SL1344_1484,SL1344_1484,15bc
ssaV,6,-0.27901,1e-05,1.0,d1,FQ312003.1,1450507,1452553,+,gene-SL1344_1348,SL1344_1348,15bc
rfbA,1,-6.0395,1e-05,1.0,d1,FQ312003.1,2173384,2174263,-,gene-SL1344_2072,SL1344_2072,15bc
rfbG,1,-2.6707,1e-05,1.0,d1,FQ312003.1,2169980,2171060,-,gene-SL1344_2068,SL1344_2068,15bc
deoB,2,-0.40627,1e-05,1.0,d1,FQ312003.1,4844287,4845511,+,gene-SL1344_4496,SL1344_4496,15bc
SL1344_1459,2,-0.37299,1e-05,1.0,d1,FQ312003.1,1563369,1564386,+,gene-SL1344_1459,SL1344_1459,15bc
frdC,1,-2.3839,1e-05,1.0,d1,FQ312003.1,4603429,4603825,-,gene-SL1344_4278,SL1344_4278,15bc
SL1344_1600,4,-0.34841,1e-05,1.0,d1,FQ312003.1,1720109,1720955,-,gene-SL1344_1600,SL1344_1600,15bc
arcB,1,-7.3743,1e-05,1.0,d1,FQ312003.1,3511908,3514245,-,gene-SL1344_3300,SL1344_3300,15bc
rfbJ,1,-3.8269,1e-05,1.0,d1,FQ312003.1,2167713,2168613,-,gene-SL1344_2066,SL1344_2066,15bc
SL1344_4239,2,-0.65713,1e-05,1.0,d1,FQ312003.1,4569885,4570152,-,gene-SL1344_4239,SL1344_4239,15bc
yoaA,2,-0.43779,1e-05,1.0,d1,FQ312003.1,1876082,1877993,-,gene-SL1344_1750,SL1344_1750,15bc
SL1344_1588,2,-0.38896,1e-05,1.0,d1,FQ312003.1,1708129,1709284,-,gene-SL1344_1588,SL1344_1588,15bc
SL1344_3980,1,-6.9895,1e-05,1.0,d1,FQ312003.1,4263385,4263676,+,gene-SL1344_3980,SL1344_3980,15bc
