Name,number_of_barcodes,LFC,neg_selection_fdr,pos_selection_fdr,contrast,Chromosome,Start,End,Strand,ID,locus_tag,num_control_bcs
rfaI,4,-7.2843,0.002137,0.999995,d1,FQ312003.1,3934828,3935842,-,gene-SL1344_3684,SL1344_3684,5bc
rfaP,3,-5.0643,0.002137,0.999995,d1,FQ312003.1,3937261,3938059,-,gene-SL1344_3687,SL1344_3687,5bc
lrhA,3,-2.4521,0.058974,0.999995,d1,FQ312003.1,2437840,2438779,-,gene-SL1344_2299,SL1344_2299,5bc
rfbG,2,-4.4851,0.058974,0.999995,d1,FQ312003.1,2169980,2171060,-,gene-SL1344_2068,SL1344_2068,5bc
rfaL,3,-1.7427,0.116097,0.999995,d1,FQ312003.1,3929603,3930818,+,gene-SL1344_3679,SL1344_3679,5bc
purE,1,-11.506,0.058974,0.999995,d1,FQ312003.1,596603,597113,-,gene-SL1344_0527,SL1344_0527,5bc
ilvG,2,-2.7379,0.147131,0.999995,d1,FQ312003.1,4130517,4132164,+,gene-SL1344_3861,SL1344_3861,5bc
rfbP,2,-2.7896,0.216049,0.999995,d1,FQ312003.1,2158645,2160076,-,gene-SL1344_2059,SL1344_2059,5bc
rfbI,2,-3.0686,0.216049,0.999995,d1,FQ312003.1,2171834,2172827,-,gene-SL1344_2070,SL1344_2070,5bc
ssrA,7,-0.52076,0.345651,0.999995,d1,FQ312003.1,1433687,1436450,-,gene-SL1344_1326,SL1344_1326,5bc
trkH,2,-2.8282,0.275447,0.999995,d1,FQ312003.1,4215217,4216669,+,gene-SL1344_3939,SL1344_3939,5bc
stpA,2,-2.6194,0.318732,0.999995,d1,FQ312003.1,2969800,2970202,-,gene-SL1344_2783,SL1344_2783,5bc
prgH,3,-4.1114,0.345651,0.999995,d1,FQ312003.1,3038917,3040096,-,gene-SL1344_2854,SL1344_2854,5bc
rfbV,1,-4.2846,0.275447,0.999995,d1,FQ312003.1,2165333,2166335,-,gene-SL1344_2064,SL1344_2064,5bc
rfbH,1,-4.6926,0.319198,0.999995,d1,FQ312003.1,2168640,2169954,-,gene-SL1344_2067,SL1344_2067,5bc
SL1344_4468,6,-0.83669,0.543297,0.999995,d1,FQ312003.1,4816440,4817220,+,gene-SL1344_4468,SL1344_4468,5bc
ratA,3,-0.67379,0.501654,0.999995,d1,FQ312003.1,2639590,2645188,-,gene-SL1344_2477,SL1344_2477,5bc
mobA,2,-1.7055,0.488109,0.999995,d1,FQ312003.1,4223633,4224218,-,gene-SL1344_3942,SL1344_3942,5bc
mobA,2,-1.7055,0.488109,0.999995,d1,HE654726.1,3337,5467,-,gene-SL1344_P3_0008,SL1344_P3_0008,5bc
SL1344_3128,1,-8.3278,0.345651,0.999995,d1,FQ312003.1,3337750,3338266,-,gene-SL1344_3128,SL1344_3128,5bc
aph(3'')-Ib,3,-2.0141,0.501654,0.999995,d1,HE654726.1,7850,8654,-,gene-SL1344_P3_0014,SL1344_P3_0014,5bc
yibP,1,-5.3865,0.345651,0.999995,d1,FQ312003.1,3920431,3921715,+,gene-SL1344_3671,SL1344_3671,5bc
pal,1,-6.4993,0.357312,0.999995,d1,FQ312003.1,816701,817226,+,gene-SL1344_0731,SL1344_0731,5bc
hybB,1,-4.2713,0.364597,0.999995,d1,FQ312003.1,3331189,3332368,-,gene-SL1344_3122,SL1344_3122,5bc
rfbJ,2,-2.7732,0.501654,0.999995,d1,FQ312003.1,2167713,2168613,-,gene-SL1344_2066,SL1344_2066,5bc
repA,3,-1.1719,0.543297,0.999995,d1,HE654724.1,91052,91934,-,gene-SL1344_P1_0099,SL1344_P1_0099,5bc
repA,3,-1.1719,0.543297,0.999995,d1,HE654726.1,1987,2827,-,gene-SL1344_P3_0004,SL1344_P3_0004,5bc
acrA,1,-6.3242,0.372863,0.999995,d1,FQ312003.1,531906,533100,-,gene-SL1344_0469,SL1344_0469,5bc
rfaJ,1,-3.5173,0.389296,0.999995,d1,FQ312003.1,3933800,3934811,-,gene-SL1344_3683,SL1344_3683,5bc
sciR,2,-1.1053,0.541192,0.999995,d1,FQ312003.1,323371,323803,+,gene-SL1344_0279,SL1344_0279,5bc
spaR,3,-0.64222,0.627137,0.999995,d1,FQ312003.1,3055165,3055957,-,gene-SL1344_2867,SL1344_2867,5bc
ompD,2,-1.2012,0.547329,0.999995,d1,FQ312003.1,1611986,1613114,+,gene-SL1344_1503,SL1344_1503,5bc
rfbN,1,-3.7972,0.488109,0.999995,d1,FQ312003.1,2163007,2163952,-,gene-SL1344_2062,SL1344_2062,5bc
SL1344_3813,1,-7.2732,0.490563,0.999995,d1,FQ312003.1,4073650,4074586,+,gene-SL1344_3813,SL1344_3813,5bc
ssaB,5,-0.52247,0.727564,0.999995,d1,FQ312003.1,1436850,1437252,+,gene-SL1344_1327,SL1344_1327,5bc
rfbU,1,-3.9174,0.495214,0.999995,d1,FQ312003.1,2163952,2165014,-,gene-SL1344_2063,SL1344_2063,5bc
gip,1,-3.5427,0.501654,0.999995,d1,FQ312003.1,578748,579525,+,gene-SL1344_0511,SL1344_0511,5bc
mgtB,3,-0.4023,0.727564,0.999995,d1,FQ312003.1,3982855,3985582,-,gene-SL1344_3728,SL1344_3728,5bc
rfaQ,1,-5.0603,0.501654,0.999995,d1,FQ312003.1,3939172,3940207,-,gene-SL1344_3689,SL1344_3689,5bc
rfbA,1,-5.4938,0.501654,0.999995,d1,FQ312003.1,2173384,2174263,-,gene-SL1344_2072,SL1344_2072,5bc
gidA,1,-6.5424,0.527377,0.999995,d1,FQ312003.1,4103208,4105098,-,gene-SL1344_3841,SL1344_3841,5bc
nagB,1,-4.4005,0.528029,0.999995,d1,FQ312003.1,743541,744342,-,gene-SL1344_0666,SL1344_0666,5bc
SL1344_0742,4,-0.64655,0.810058,0.999995,d1,FQ312003.1,827805,829074,+,gene-SL1344_0742,SL1344_0742,5bc
hybC,1,-3.0674,0.528029,0.999995,d1,FQ312003.1,3329489,3331193,-,gene-SL1344_3121,SL1344_3121,5bc
SL1344_3368,1,-3.116,0.541192,0.999995,d1,FQ312003.1,3594747,3595566,-,gene-SL1344_3368,SL1344_3368,5bc
yeaJ,4,-0.8073,0.816911,0.999995,d1,FQ312003.1,1315137,1316631,-,gene-SL1344_1218,SL1344_1218,5bc
cpsB2,1,-2.2814,0.547329,0.999995,d1,FQ312003.1,2161567,2163007,-,gene-SL1344_2061,SL1344_2061,5bc
SL1344_4440,1,-4.0177,0.549145,0.999995,d1,FQ312003.1,4784223,4784670,+,gene-SL1344_4440,SL1344_4440,5bc
tktA,1,-3.8862,0.549145,0.999995,d1,FQ312003.1,3257112,3259059,-,gene-SL1344_3052,SL1344_3052,5bc
SL1344_4471,3,-0.9727,0.816911,0.999995,d1,FQ312003.1,4819137,4820148,+,gene-SL1344_4471,SL1344_4471,5bc
SL1344_4466,1,-2.0046,0.60813,0.999995,d1,FQ312003.1,4815516,4815939,+,gene-SL1344_4466,SL1344_4466,5bc
repC,4,-0.93676,0.836393,0.717428,d1,HE654724.1,92241,92487,-,gene-SL1344_P1_0102,SL1344_P1_0102,5bc
repC,4,-0.93676,0.836393,0.717428,d1,HE654726.1,1149,1998,-,gene-SL1344_P3_0003,SL1344_P3_0003,5bc
traM,3,-0.9958,0.816911,0.999995,d1,HE654724.1,32463,32844,-,gene-SL1344_P1_0035,SL1344_P1_0035,5bc
traM,3,-0.9958,0.816911,0.999995,d1,HE654725.1,57429,58122,-,gene-SL1344_P2_0068,SL1344_P2_0068,5bc
pncB,2,-0.92107,0.816911,0.999995,d1,FQ312003.1,1053397,1054600,-,gene-SL1344_0941,SL1344_0941,5bc
SL1344_1929,2,-0.7551,0.816911,0.999995,d1,FQ312003.1,2041794,2042394,-,gene-SL1344_1929,SL1344_1929,5bc
SL1344_1982,3,-0.81009,0.836393,0.999995,d1,FQ312003.1,2084161,2086330,+,gene-SL1344_1982,SL1344_1982,5bc
cyoE,1,-2.4721,0.720323,0.999995,d1,FQ312003.1,492839,493730,-,gene-SL1344_0433,SL1344_0433,5bc
SL1344_0035,4,-0.61193,0.863389,0.999995,d1,FQ312003.1,38772,39534,-,gene-SL1344_0035,SL1344_0035,5bc
ybaX,1,-1.7037,0.727564,0.999995,d1,FQ312003.1,511156,511852,-,gene-SL1344_0449,SL1344_0449,5bc
rnfA,1,-1.8379,0.727564,0.999995,d1,FQ312003.1,1491199,1491781,-,gene-SL1344_1391,SL1344_1391,5bc
prgK,1,-1.7445,0.727564,0.999995,d1,FQ312003.1,3037571,3038330,-,gene-SL1344_2851,SL1344_2851,5bc
dcuR,2,-0.6547,0.836393,0.999995,d1,FQ312003.1,4570468,4571188,-,gene-SL1344_4240,SL1344_4240,5bc
relA,1,-1.2131,0.727564,0.999995,d1,FQ312003.1,3124342,3126577,-,gene-SL1344_2937,SL1344_2937,5bc
tyrA,1,-1.5509,0.727564,0.999995,d1,FQ312003.1,2810756,2811824,-,gene-SL1344_2627,SL1344_2627,5bc
pocR,4,-0.81225,0.894545,0.999995,d1,FQ312003.1,2112113,2112878,-,gene-SL1344_2012,SL1344_2012,5bc
