Name,number_of_barcodes,LFC,neg_selection_fdr,pos_selection_fdr,contrast,Chromosome,Start,End,Strand,ID,locus_tag,num_control_bcs
rfaI,4,-4.9574,4.7e-05,1.0,d1,FQ312003.1,3934828,3935842,-,gene-SL1344_3684,SL1344_3684,15bc
SL1344_4468,6,-0.61703,4.7e-05,1.0,d1,FQ312003.1,4816440,4817220,+,gene-SL1344_4468,SL1344_4468,15bc
repC,4,-1.9157,4.7e-05,1.0,d1,HE654724.1,92241,92487,-,gene-SL1344_P1_0102,SL1344_P1_0102,15bc
repC,4,-1.9157,4.7e-05,1.0,d1,HE654726.1,1149,1998,-,gene-SL1344_P3_0003,SL1344_P3_0003,15bc
repA,3,-2.5651,4.7e-05,1.0,d1,HE654724.1,91052,91934,-,gene-SL1344_P1_0099,SL1344_P1_0099,15bc
repA,3,-2.5651,4.7e-05,1.0,d1,HE654726.1,1987,2827,-,gene-SL1344_P3_0004,SL1344_P3_0004,15bc
aph(3'')-Ib,3,-2.1582,4.7e-05,1.0,d1,HE654726.1,7850,8654,-,gene-SL1344_P3_0014,SL1344_P3_0014,15bc
lrhA,3,-1.6215,4.7e-05,1.0,d1,FQ312003.1,2437840,2438779,-,gene-SL1344_2299,SL1344_2299,15bc
rfaP,3,-6.1993,4.7e-05,1.0,d1,FQ312003.1,3937261,3938059,-,gene-SL1344_3687,SL1344_3687,15bc
rfaB,3,-2.1489,4.7e-05,1.0,d1,FQ312003.1,3935847,3936927,-,gene-SL1344_3685,SL1344_3685,15bc
mobA,2,-1.8704,4.7e-05,1.0,d1,FQ312003.1,4223633,4224218,-,gene-SL1344_3942,SL1344_3942,15bc
mobA,2,-1.8704,4.7e-05,1.0,d1,HE654726.1,3337,5467,-,gene-SL1344_P3_0008,SL1344_P3_0008,15bc
ssrA,7,-0.2908,0.030364,1.0,d1,FQ312003.1,1433687,1436450,-,gene-SL1344_1326,SL1344_1326,15bc
SL1344_P3_0002,1,-1.971,4.7e-05,1.0,d1,HE654726.1,850,1075,-,gene-SL1344_P3_0002,SL1344_P3_0002,15bc
SL1344_4471,3,-0.77101,4.7e-05,1.0,d1,FQ312003.1,4819137,4820148,+,gene-SL1344_4471,SL1344_4471,15bc
SL1344_P3_0012,2,-0.65063,4.7e-05,1.0,d1,HE654726.1,6503,7043,+,gene-SL1344_P3_0012,SL1344_P3_0012,15bc
SL1344_4469,3,-0.53696,4.7e-05,1.0,d1,FQ312003.1,4817209,4818046,+,gene-SL1344_4469,SL1344_4469,15bc
rfbG,2,-3.6528,4.7e-05,1.0,d1,FQ312003.1,2169980,2171060,-,gene-SL1344_2068,SL1344_2068,15bc
pflF,2,-1.0792,4.7e-05,1.0,d1,FQ312003.1,910607,913040,-,gene-SL1344_0819,SL1344_0819,15bc
SL1344_4467,2,-0.79757,4.7e-05,1.0,d1,FQ312003.1,4815953,4816415,+,gene-SL1344_4467,SL1344_4467,15bc
rfbI,2,-1.1922,4.7e-05,1.0,d1,FQ312003.1,2171834,2172827,-,gene-SL1344_2070,SL1344_2070,15bc
rfbP,2,-1.4375,4.7e-05,1.0,d1,FQ312003.1,2158645,2160076,-,gene-SL1344_2059,SL1344_2059,15bc
rfbA,3,-5.7295,0.002648,1.0,d1,FQ312003.1,2173384,2174263,-,gene-SL1344_2072,SL1344_2072,15bc
hybB,1,-3.2831,4.7e-05,1.0,d1,FQ312003.1,3331189,3332368,-,gene-SL1344_3122,SL1344_3122,15bc
SL1344_1713,3,-0.27791,0.021777,1.0,d1,FQ312003.1,1839920,1841186,-,gene-SL1344_1713,SL1344_1713,15bc
yafB,3,-0.32871,0.021777,1.0,d1,HE654725.1,5712,6315,-,gene-SL1344_P2_0010,SL1344_P2_0010,15bc
ilvG,2,-0.52819,4.7e-05,1.0,d1,FQ312003.1,4130517,4132164,+,gene-SL1344_3861,SL1344_3861,15bc
rfaJ,1,-2.8842,4.7e-05,1.0,d1,FQ312003.1,3933800,3934811,-,gene-SL1344_3683,SL1344_3683,15bc
trkH,2,-2.5691,4.7e-05,1.0,d1,FQ312003.1,4215217,4216669,+,gene-SL1344_3939,SL1344_3939,15bc
ssaD,7,-0.11831,0.401353,0.793115,d1,FQ312003.1,1438727,1439939,+,gene-SL1344_1329,SL1344_1329,15bc
SL1344_1472,4,-0.30288,0.216901,0.821438,d1,FQ312003.1,1575172,1576459,-,gene-SL1344_1472,SL1344_1472,15bc
SL1344_4470,1,-2.3796,4.7e-05,1.0,d1,FQ312003.1,4818058,4819120,+,gene-SL1344_4470,SL1344_4470,15bc
dcuR,2,-0.54269,4.7e-05,1.0,d1,FQ312003.1,4570468,4571188,-,gene-SL1344_4240,SL1344_4240,15bc
prfC,2,-0.63926,4.7e-05,1.0,d1,FQ312003.1,4834470,4836060,+,gene-SL1344_4488,SL1344_4488,15bc
yebC,2,-0.76909,4.7e-05,1.0,d1,FQ312003.1,1951352,1952093,-,gene-SL1344_1834,SL1344_1834,15bc
arcA,2,-7.0321,4.7e-05,1.0,d1,FQ312003.1,4875949,4876666,-,gene-SL1344_4525,SL1344_4525,15bc
hybC,1,-3.4643,4.7e-05,1.0,d1,FQ312003.1,3329489,3331193,-,gene-SL1344_3121,SL1344_3121,15bc
rfaL,3,-0.40521,0.30272,1.0,d1,FQ312003.1,3929603,3930818,+,gene-SL1344_3679,SL1344_3679,15bc
purE,1,-8.4287,4.7e-05,1.0,d1,FQ312003.1,596603,597113,-,gene-SL1344_0527,SL1344_0527,15bc
prgH,3,-4.0862,0.30272,1.0,d1,FQ312003.1,3038917,3040096,-,gene-SL1344_2854,SL1344_2854,15bc
yibP,1,-5.8287,4.7e-05,1.0,d1,FQ312003.1,3920431,3921715,+,gene-SL1344_3671,SL1344_3671,15bc
gip,1,-2.7458,4.7e-05,1.0,d1,FQ312003.1,578748,579525,+,gene-SL1344_0511,SL1344_0511,15bc
rfbV,1,-2.3562,4.7e-05,1.0,d1,FQ312003.1,2165333,2166335,-,gene-SL1344_2064,SL1344_2064,15bc
strB,1,-0.61057,4.7e-05,1.0,d1,HE654726.1,7014,7860,-,gene-SL1344_P3_0013,SL1344_P3_0013,15bc
celF,2,-0.29066,0.037339,1.0,d1,FQ312003.1,1351796,1353152,+,gene-SL1344_1251,SL1344_1251,15bc
ompD,2,-0.38215,0.037339,1.0,d1,FQ312003.1,1611986,1613114,+,gene-SL1344_1503,SL1344_1503,15bc
nagB,1,-4.2338,4.7e-05,1.0,d1,FQ312003.1,743541,744342,-,gene-SL1344_0666,SL1344_0666,15bc
rfbH,1,-2.9714,4.7e-05,1.0,d1,FQ312003.1,2168640,2169954,-,gene-SL1344_2067,SL1344_2067,15bc
rfbN,1,-1.6311,4.7e-05,1.0,d1,FQ312003.1,2163007,2163952,-,gene-SL1344_2062,SL1344_2062,15bc
SL1344_1929,2,-0.37613,0.037339,1.0,d1,FQ312003.1,2041794,2042394,-,gene-SL1344_1929,SL1344_1929,15bc
crp,2,-5.761,0.037339,1.0,d1,FQ312003.1,3637127,3637760,+,gene-SL1344_3433,SL1344_3433,15bc
SL1344_3368,1,-2.5007,4.7e-05,1.0,d1,FQ312003.1,3594747,3595566,-,gene-SL1344_3368,SL1344_3368,15bc
yeaJ,4,-0.16707,0.453337,1.0,d1,FQ312003.1,1315137,1316631,-,gene-SL1344_1218,SL1344_1218,15bc
SL1344_1564,2,-0.1995,0.148473,1.0,d1,FQ312003.1,1681511,1682159,+,gene-SL1344_1564,SL1344_1564,15bc
rffC,1,-1.9386,4.7e-05,1.0,d1,FQ312003.1,4154654,4155203,+,gene-SL1344_3883,SL1344_3883,15bc
ssaR,2,-0.43237,0.148473,1.0,d1,FQ312003.1,1455595,1456243,+,gene-SL1344_1353,SL1344_1353,15bc
acrA,1,-4.9161,4.7e-05,1.0,d1,FQ312003.1,531906,533100,-,gene-SL1344_0469,SL1344_0469,15bc
