Name,number_of_barcodes,LFC,neg_selection_fdr,pos_selection_fdr,contrast,Chromosome,Start,End,Strand,ID,locus_tag,num_control_bcs
rfaI,3,-6.1426,3.1e-05,1.0,d1,FQ312003.1,3934828,3935842,-,gene-SL1344_3684,SL1344_3684,15bc
mobA,4,-2.0201,3.1e-05,1.0,d1,FQ312003.1,4223633,4224218,-,gene-SL1344_3942,SL1344_3942,15bc
mobA,4,-2.0201,3.1e-05,1.0,d1,HE654726.1,3337,5467,-,gene-SL1344_P3_0008,SL1344_P3_0008,15bc
purF,2,-10.185,3.1e-05,1.0,d1,FQ312003.1,2472051,2473569,-,gene-SL1344_2331,SL1344_2331,15bc
focA,3,-2.0483,3.1e-05,1.0,d1,FQ312003.1,1014004,1014862,-,gene-SL1344_0911,SL1344_0911,15bc
rfaG,2,-8.7176,3.1e-05,1.0,d1,FQ312003.1,3938051,3939176,-,gene-SL1344_3688,SL1344_3688,15bc
rfaP,2,-4.0187,3.1e-05,1.0,d1,FQ312003.1,3937261,3938059,-,gene-SL1344_3687,SL1344_3687,15bc
purD,1,-10.606,3.1e-05,1.0,d1,FQ312003.1,4412491,4413781,-,gene-SL1344_4114,SL1344_4114,15bc
rfbH,2,-2.6448,3.1e-05,1.0,d1,FQ312003.1,2168640,2169954,-,gene-SL1344_2067,SL1344_2067,15bc
rfaL,2,-1.9499,3.1e-05,1.0,d1,FQ312003.1,3929603,3930818,+,gene-SL1344_3679,SL1344_3679,15bc
rfbU,2,-2.1726,3.1e-05,1.0,d1,FQ312003.1,2163952,2165014,-,gene-SL1344_2063,SL1344_2063,15bc
repA,2,-2.0981,3.1e-05,1.0,d1,HE654724.1,91052,91934,-,gene-SL1344_P1_0099,SL1344_P1_0099,15bc
repA,2,-2.0981,3.1e-05,1.0,d1,HE654726.1,1987,2827,-,gene-SL1344_P3_0004,SL1344_P3_0004,15bc
repC,2,-1.8628,3.1e-05,1.0,d1,HE654724.1,92241,92487,-,gene-SL1344_P1_0102,SL1344_P1_0102,15bc
repC,2,-1.8628,3.1e-05,1.0,d1,HE654726.1,1149,1998,-,gene-SL1344_P3_0003,SL1344_P3_0003,15bc
rfaJ,1,-6.589,3.1e-05,1.0,d1,FQ312003.1,3933800,3934811,-,gene-SL1344_3683,SL1344_3683,15bc
ydeW,2,-1.3362,3.1e-05,1.0,d1,FQ312003.1,4303723,4304683,-,gene-SL1344_4022,SL1344_4022,15bc
metL,2,-1.2319,3.1e-05,1.0,d1,FQ312003.1,4332313,4334746,+,gene-SL1344_4050,SL1344_4050,15bc
rfaK,2,-1.1871,3.1e-05,1.0,d1,FQ312003.1,3930874,3931738,-,gene-SL1344_3680,SL1344_3680,15bc
yebC,2,-1.2228,3.1e-05,1.0,d1,FQ312003.1,1951352,1952093,-,gene-SL1344_1834,SL1344_1834,15bc
deaD,2,-0.77687,3.1e-05,1.0,d1,FQ312003.1,3466889,3468779,-,gene-SL1344_3253,SL1344_3253,15bc
prgH,3,-1.1405,3.1e-05,1.0,d1,FQ312003.1,3038917,3040096,-,gene-SL1344_2854,SL1344_2854,15bc
sulII,1,-4.5999,3.1e-05,1.0,d1,HE654726.1,26,842,-,gene-SL1344_P3_0001,SL1344_P3_0001,15bc
hybC,1,-5.4343,3.1e-05,1.0,d1,FQ312003.1,3329489,3331193,-,gene-SL1344_3121,SL1344_3121,15bc
hybE,1,-4.9639,3.1e-05,1.0,d1,FQ312003.1,3328514,3329003,-,gene-SL1344_3119,SL1344_3119,15bc
hybA,1,-4.528,3.1e-05,1.0,d1,FQ312003.1,3332357,3333344,-,gene-SL1344_3123,SL1344_3123,15bc
rfaQ,1,-4.4617,3.1e-05,1.0,d1,FQ312003.1,3939172,3940207,-,gene-SL1344_3689,SL1344_3689,15bc
SL1344_3500,1,-4.0606,3.1e-05,1.0,d1,FQ312003.1,3719300,3720056,-,gene-SL1344_3500,SL1344_3500,15bc
trkH,1,-4.3072,3.1e-05,1.0,d1,FQ312003.1,4215217,4216669,+,gene-SL1344_3939,SL1344_3939,15bc
rfaB,1,-3.5672,3.1e-05,1.0,d1,FQ312003.1,3935847,3936927,-,gene-SL1344_3685,SL1344_3685,15bc
frdA,1,-3.6117,3.1e-05,1.0,d1,FQ312003.1,4604562,4606353,-,gene-SL1344_4280,SL1344_4280,15bc
pgm,1,-7.4255,3.1e-05,1.0,d1,FQ312003.1,759168,760809,+,gene-SL1344_0680,SL1344_0680,15bc
aroD,1,-3.1691,3.1e-05,1.0,d1,FQ312003.1,1396469,1397228,-,gene-SL1344_1292,SL1344_1292,15bc
SL1344_0213,1,-3.2507,3.1e-05,1.0,d1,FQ312003.1,248222,249248,+,gene-SL1344_0213,SL1344_0213,15bc
mdoG,1,-2.8073,3.1e-05,1.0,d1,FQ312003.1,1192558,1194094,+,gene-SL1344_1087,SL1344_1087,15bc
rfbG,1,-2.8497,3.1e-05,1.0,d1,FQ312003.1,2169980,2171060,-,gene-SL1344_2068,SL1344_2068,15bc
arcB,1,-6.714,3.1e-05,1.0,d1,FQ312003.1,3511908,3514245,-,gene-SL1344_3300,SL1344_3300,15bc
SL1344_4470,1,-2.2969,3.1e-05,1.0,d1,FQ312003.1,4818058,4819120,+,gene-SL1344_4470,SL1344_4470,15bc
exc,4,-0.35271,3.1e-05,1.0,d1,HE654725.1,43905,44568,-,gene-SL1344_P2_0055,SL1344_P2_0055,15bc
SL1344_3060,1,-1.96,3.1e-05,1.0,d1,FQ312003.1,3267799,3268549,-,gene-SL1344_3060,SL1344_3060,15bc
SL1344_4441,1,-1.9298,3.1e-05,1.0,d1,FQ312003.1,4784908,4785643,+,gene-SL1344_4441,SL1344_4441,15bc
safA,4,-0.36199,3.1e-05,0.966274,d1,FQ312003.1,341686,342199,+,gene-SL1344_0295,SL1344_0295,15bc
ychF,1,-1.8026,3.1e-05,1.0,d1,FQ312003.1,1838670,1839762,+,gene-SL1344_1712,SL1344_1712,15bc
yiaB,5,-0.22827,3.1e-05,0.871884,d1,FQ312003.1,3865699,3866053,-,gene-SL1344_3624,SL1344_3624,15bc
ptsA,1,-1.3831,3.1e-05,1.0,d1,FQ312003.1,4345928,4348430,-,gene-SL1344_4060,SL1344_4060,15bc
metJ,1,-1.2333,3.1e-05,1.0,d1,FQ312003.1,4330568,4330886,-,gene-SL1344_4048,SL1344_4048,15bc
rfbX,1,-1.2841,3.1e-05,1.0,d1,FQ312003.1,2166339,2167632,-,gene-SL1344_2065,SL1344_2065,15bc
pmgI,1,-1.0664,3.1e-05,1.0,d1,FQ312003.1,3918877,3920422,+,gene-SL1344_3670,SL1344_3670,15bc
SL1344_4468,1,-0.968,3.1e-05,1.0,d1,FQ312003.1,4816440,4817220,+,gene-SL1344_4468,SL1344_4468,15bc
rfbC,2,-1.0141,3.1e-05,0.771419,d1,FQ312003.1,2172832,2173384,-,gene-SL1344_2071,SL1344_2071,15bc
ksgA,1,-0.99653,3.1e-05,1.0,d1,FQ312003.1,102665,103487,-,gene-SL1344_0091,SL1344_0091,15bc
smpB,1,-0.90903,3.1e-05,1.0,d1,FQ312003.1,2837671,2838154,+,gene-SL1344_2660,SL1344_2660,15bc
ybhE,1,-0.82174,3.1e-05,1.0,d1,FQ312003.1,848434,849430,+,gene-SL1344_0762,SL1344_0762,15bc
recG,1,-0.80971,3.1e-05,1.0,d1,FQ312003.1,3958194,3960276,+,gene-SL1344_3710,SL1344_3710,15bc
SL1344_2676,1,-0.76146,3.1e-05,1.0,d1,FQ312003.1,2864336,2865956,-,gene-SL1344_2676,SL1344_2676,15bc
rfaY,1,-0.78502,3.1e-05,1.0,d1,FQ312003.1,3933079,3933634,-,gene-SL1344_3682,SL1344_3682,15bc
minC,1,-0.74475,3.1e-05,1.0,d1,FQ312003.1,1868939,1869647,+,gene-SL1344_1742,SL1344_1742,15bc
SL1344_4151,1,-0.77142,3.1e-05,1.0,d1,FQ312003.1,4456865,4457321,-,gene-SL1344_4151,SL1344_4151,15bc
prgI,1,-0.80041,3.1e-05,1.0,d1,FQ312003.1,3038650,3038893,-,gene-SL1344_2853,SL1344_2853,15bc
SL1344_4466,1,-0.70498,3.1e-05,1.0,d1,FQ312003.1,4815516,4815939,+,gene-SL1344_4466,SL1344_4466,15bc
ygiC,1,-0.76555,3.1e-05,1.0,d1,FQ312003.1,3371635,3372799,+,gene-SL1344_3162,SL1344_3162,15bc
traI,1,-0.69177,3.1e-05,1.0,d1,HE654724.1,1398,6657,-,gene-SL1344_P1_0003,SL1344_P1_0003,15bc
traI,1,-0.69177,3.1e-05,1.0,d1,HE654725.1,64338,65157,-,gene-SL1344_P2_0075,SL1344_P2_0075,15bc
treA,1,-0.69843,3.1e-05,1.0,d1,FQ312003.1,1851922,1853635,+,gene-SL1344_1724,SL1344_1724,15bc
yegO,1,-0.65797,3.1e-05,1.0,d1,FQ312003.1,2216363,2219444,+,gene-SL1344_2105,SL1344_2105,15bc
nuoC,1,-0.66489,3.1e-05,1.0,d1,FQ312003.1,2434203,2436006,-,gene-SL1344_2295,SL1344_2295,15bc
SL1344_2929,1,-0.64583,3.1e-05,1.0,d1,FQ312003.1,3115395,3116193,-,gene-SL1344_2929,SL1344_2929,15bc
SL1344_4469,1,-0.60698,3.1e-05,1.0,d1,FQ312003.1,4817209,4818046,+,gene-SL1344_4469,SL1344_4469,15bc
yhbV,1,-0.62455,3.1e-05,1.0,d1,FQ312003.1,3461981,3462860,+,gene-SL1344_3248,SL1344_3248,15bc
ybaJ,1,-0.66436,3.1e-05,1.0,d1,FQ312003.1,527864,528239,-,gene-SL1344_0467,SL1344_0467,15bc
ftn,1,-0.62098,3.1e-05,1.0,d1,FQ312003.1,1986958,1987456,+,gene-SL1344_1868,SL1344_1868,15bc
SL1344_1600,1,-0.60092,3.1e-05,1.0,d1,FQ312003.1,1720109,1720955,-,gene-SL1344_1600,SL1344_1600,15bc
pduD,1,-0.58474,3.1e-05,1.0,d1,FQ312003.1,2117347,2118022,+,gene-SL1344_2017,SL1344_2017,15bc
SL1344_0640,2,-0.69571,3.1e-05,1.0,d1,FQ312003.1,713954,715883,+,gene-SL1344_0640,SL1344_0640,15bc
glgP,1,-0.52861,3.1e-05,1.0,d1,FQ312003.1,3720233,3722681,-,gene-SL1344_3501,SL1344_3501,15bc
dcuR,1,-0.53839,3.1e-05,1.0,d1,FQ312003.1,4570468,4571188,-,gene-SL1344_4240,SL1344_4240,15bc
sciV,1,-0.59774,3.1e-05,1.0,d1,FQ312003.1,328930,329452,+,gene-SL1344_0283,SL1344_0283,15bc
sseI,1,-0.55399,3.1e-05,1.0,d1,FQ312003.1,1096292,1097261,+,gene-SL1344_0991,SL1344_0991,15bc
SL1344_0020,1,-0.54486,3.1e-05,1.0,d1,FQ312003.1,23334,24039,+,gene-SL1344_0020,SL1344_0020,15bc
copR,1,-0.51907,3.1e-05,1.0,d1,FQ312003.1,1139958,1140705,-,gene-SL1344_1035,SL1344_1035,15bc
codA,1,-0.5005,3.1e-05,1.0,d1,FQ312003.1,3524494,3525775,+,gene-SL1344_3306,SL1344_3306,15bc
SL1344_2702,1,-0.51862,3.1e-05,1.0,d1,FQ312003.1,2883630,2884488,-,gene-SL1344_2702,SL1344_2702,15bc
acrB,1,-0.56979,3.1e-05,1.0,d1,FQ312003.1,528734,531884,-,gene-SL1344_0468,SL1344_0468,15bc
nuoG,1,-0.52966,3.1e-05,1.0,d1,FQ312003.1,2429609,2432336,-,gene-SL1344_2292,SL1344_2292,15bc
fimY,3,0.31729,3.1e-05,0.753151,d1,FQ312003.1,610979,611702,-,gene-SL1344_0543,SL1344_0543,15bc
cysJ,1,-0.50652,3.1e-05,1.0,d1,FQ312003.1,3112722,3114522,-,gene-SL1344_2927,SL1344_2927,15bc
ppk,1,-0.51091,3.1e-05,1.0,d1,FQ312003.1,2612652,2614719,+,gene-SL1344_2464,SL1344_2464,15bc
sitD,1,-0.49109,3.1e-05,1.0,d1,FQ312003.1,3031529,3032378,+,gene-SL1344_2844,SL1344_2844,15bc
SL1344_4471,2,-0.6505,3.1e-05,1.0,d1,FQ312003.1,4819137,4820148,+,gene-SL1344_4471,SL1344_4471,15bc
rsmD,1,-0.46952,3.1e-05,1.0,d1,FQ312003.1,3761668,3762265,+,gene-SL1344_3537,SL1344_3537,15bc
fdnG,1,-0.48174,3.1e-05,1.0,d1,FQ312003.1,1607294,1610342,-,gene-SL1344_1500,SL1344_1500,15bc
ybbL,1,-0.45442,3.1e-05,1.0,d1,FQ312003.1,561973,562651,+,gene-SL1344_0495,SL1344_0495,15bc
SL1344_4152,1,-0.46721,3.1e-05,1.0,d1,FQ312003.1,4457480,4457795,-,gene-SL1344_4152,SL1344_4152,15bc
yiaD,1,-0.43845,3.1e-05,1.0,d1,FQ312003.1,3854153,3854783,+,gene-SL1344_3611,SL1344_3611,15bc
sciJ,1,-0.44871,3.1e-05,1.0,d1,FQ312003.1,316168,316615,+,gene-SL1344_0270,SL1344_0270,15bc
phsA,1,-0.45719,3.1e-05,1.0,d1,FQ312003.1,2136389,2138666,-,gene-SL1344_2041,SL1344_2041,15bc
SL1344_1472,1,-0.45768,3.1e-05,1.0,d1,FQ312003.1,1575172,1576459,-,gene-SL1344_1472,SL1344_1472,15bc
SL1344_0846,1,-0.42701,0.405647,1.0,d1,FQ312003.1,941969,943655,-,gene-SL1344_0846,SL1344_0846,15bc
iagB,2,-0.544,3.1e-05,1.0,d1,FQ312003.1,3044110,3044593,+,gene-SL1344_2857,SL1344_2857,15bc
