Name,number_of_barcodes,LFC,neg_selection_fdr,pos_selection_fdr,contrast,Chromosome,Start,End,Strand,ID,locus_tag,num_control_bcs
mobA,3,-2.4759,6.8e-05,1.0,d1,FQ312003.1,4223633,4224218,-,gene-SL1344_3942,SL1344_3942,15bc
mobA,3,-2.4759,6.8e-05,1.0,d1,HE654726.1,3337,5467,-,gene-SL1344_P3_0008,SL1344_P3_0008,15bc
rfaL,3,-1.8397,6.8e-05,1.0,d1,FQ312003.1,3929603,3930818,+,gene-SL1344_3679,SL1344_3679,15bc
aph(3'')-Ib,2,-3.6248,6.8e-05,1.0,d1,HE654726.1,7850,8654,-,gene-SL1344_P3_0014,SL1344_P3_0014,15bc
SL1344_P3_0012,2,-1.4735,6.8e-05,1.0,d1,HE654726.1,6503,7043,+,gene-SL1344_P3_0012,SL1344_P3_0012,15bc
SL1344_4470,3,-2.9576,6.8e-05,1.0,d1,FQ312003.1,4818058,4819120,+,gene-SL1344_4470,SL1344_4470,15bc
SL1344_4239,4,-0.40506,6.8e-05,1.0,d1,FQ312003.1,4569885,4570152,-,gene-SL1344_4239,SL1344_4239,15bc
rfbH,2,-2.9085,6.8e-05,1.0,d1,FQ312003.1,2168640,2169954,-,gene-SL1344_2067,SL1344_2067,15bc
rfbV,2,-2.7121,6.8e-05,1.0,d1,FQ312003.1,2165333,2166335,-,gene-SL1344_2064,SL1344_2064,15bc
rfaB,2,-2.3659,6.8e-05,1.0,d1,FQ312003.1,3935847,3936927,-,gene-SL1344_3685,SL1344_3685,15bc
SL1344_4468,4,-1.0276,0.067651,1.0,d1,FQ312003.1,4816440,4817220,+,gene-SL1344_4468,SL1344_4468,15bc
cpsB2,2,-1.8272,6.8e-05,1.0,d1,FQ312003.1,2161567,2163007,-,gene-SL1344_2061,SL1344_2061,15bc
rfaG,2,-9.6622,6.8e-05,1.0,d1,FQ312003.1,3938051,3939176,-,gene-SL1344_3688,SL1344_3688,15bc
rfbA,2,-8.7065,6.8e-05,1.0,d1,FQ312003.1,2173384,2174263,-,gene-SL1344_2072,SL1344_2072,15bc
rfbI,2,-1.6021,6.8e-05,1.0,d1,FQ312003.1,2171834,2172827,-,gene-SL1344_2070,SL1344_2070,15bc
SL1344_4469,2,-0.93195,6.8e-05,1.0,d1,FQ312003.1,4817209,4818046,+,gene-SL1344_4469,SL1344_4469,15bc
yijC,2,-0.96272,6.8e-05,1.0,d1,FQ312003.1,4367016,4367652,+,gene-SL1344_4076,SL1344_4076,15bc
yecF,2,-0.77422,6.8e-05,1.0,d1,FQ312003.1,1996934,1997159,+,gene-SL1344_1878,SL1344_1878,15bc
SL1344_3227,2,-0.53644,6.8e-05,1.0,d1,FQ312003.1,3444174,3445089,+,gene-SL1344_3227,SL1344_3227,15bc
repA,1,-3.1338,6.8e-05,1.0,d1,HE654724.1,91052,91934,-,gene-SL1344_P1_0099,SL1344_P1_0099,15bc
repA,1,-3.1338,6.8e-05,1.0,d1,HE654726.1,1987,2827,-,gene-SL1344_P3_0004,SL1344_P3_0004,15bc
rfbK,4,-0.39468,0.234994,1.0,d1,FQ312003.1,2160147,2161581,-,gene-SL1344_2060,SL1344_2060,15bc
allP,5,-0.36824,0.578925,1.0,d1,FQ312003.1,581912,583367,+,gene-SL1344_0515,SL1344_0515,15bc
rfaI,1,-6.1743,6.8e-05,1.0,d1,FQ312003.1,3934828,3935842,-,gene-SL1344_3684,SL1344_3684,15bc
