Name,number_of_barcodes,LFC,neg_selection_fdr,pos_selection_fdr,contrast,Chromosome,Start,End,Strand,ID,locus_tag,num_control_bcs
pilV,11,-0.69102,0.001323,0.999995,d1,HE654725.1,71002,72295,-,gene-SL1344_P2_0085,SL1344_P2_0085,5bc
traG,9,-0.6066,0.001323,0.999995,d1,HE654724.1,11188,14011,-,gene-SL1344_P1_0010,SL1344_P1_0010,5bc
traG,9,-0.6066,0.001323,0.999995,d1,HE654725.1,66006,66591,-,gene-SL1344_P2_0077,SL1344_P2_0077,5bc
rfaI,3,-5.6981,0.001323,0.999995,d1,FQ312003.1,3934828,3935842,-,gene-SL1344_3684,SL1344_3684,5bc
traF,9,-0.52235,0.002976,0.999995,d1,HE654724.1,16421,17171,-,gene-SL1344_P1_0014,SL1344_P1_0014,5bc
traF,9,-0.52235,0.002976,0.999995,d1,HE654725.1,66650,67853,-,gene-SL1344_P2_0078,SL1344_P2_0078,5bc
yagA,7,-0.8259,0.005556,0.999995,d1,HE654725.1,6668,8015,+,gene-SL1344_P2_0011,SL1344_P2_0011,5bc
mobA,4,-2.4787,0.008433,0.999995,d1,FQ312003.1,4223633,4224218,-,gene-SL1344_3942,SL1344_3942,5bc
mobA,4,-2.4787,0.008433,0.999995,d1,HE654726.1,3337,5467,-,gene-SL1344_P3_0008,SL1344_P3_0008,5bc
focA,3,-2.5005,0.008433,0.999995,d1,FQ312003.1,1014004,1014862,-,gene-SL1344_0911,SL1344_0911,5bc
pilS,6,-0.58787,0.026014,0.999995,d1,HE654725.1,73505,74120,-,gene-SL1344_P2_0088,SL1344_P2_0088,5bc
purF,2,-7.7056,0.008433,0.999995,d1,FQ312003.1,2472051,2473569,-,gene-SL1344_2331,SL1344_2331,5bc
traY,5,-0.87716,0.030664,0.999995,d1,HE654724.1,31263,31584,-,gene-SL1344_P1_0033,SL1344_P1_0033,5bc
traY,5,-0.87716,0.030664,0.999995,d1,HE654725.1,44632,46864,-,gene-SL1344_P2_0056,SL1344_P2_0056,5bc
pilR,5,-0.81487,0.045482,0.999995,d1,HE654725.1,74137,75235,-,gene-SL1344_P2_0089,SL1344_P2_0089,5bc
traE,4,-0.54039,0.046296,0.999995,d1,HE654724.1,29945,30512,-,gene-SL1344_P1_0030,SL1344_P1_0030,5bc
traE,4,-0.54039,0.046296,0.999995,d1,HE654725.1,67937,68762,-,gene-SL1344_P2_0079,SL1344_P2_0079,5bc
rfbH,2,-2.8685,0.030664,0.999995,d1,FQ312003.1,2168640,2169954,-,gene-SL1344_2067,SL1344_2067,5bc
repA,2,-2.7657,0.040675,0.999995,d1,HE654724.1,91052,91934,-,gene-SL1344_P1_0099,SL1344_P1_0099,5bc
repA,2,-2.7657,0.040675,0.999995,d1,HE654726.1,1987,2827,-,gene-SL1344_P3_0004,SL1344_P3_0004,5bc
metL,2,-3.5464,0.046296,0.999995,d1,FQ312003.1,4332313,4334746,+,gene-SL1344_4050,SL1344_4050,5bc
pilU,4,-0.68324,0.08751,0.999995,d1,HE654725.1,72294,72951,-,gene-SL1344_P2_0086,SL1344_P2_0086,5bc
repC,2,-2.565,0.068204,0.999995,d1,HE654724.1,92241,92487,-,gene-SL1344_P1_0102,SL1344_P1_0102,5bc
repC,2,-2.565,0.068204,0.999995,d1,HE654726.1,1149,1998,-,gene-SL1344_P3_0003,SL1344_P3_0003,5bc
pilQ,3,-0.80384,0.082231,0.999995,d1,HE654725.1,75247,76801,-,gene-SL1344_P2_0090,SL1344_P2_0090,5bc
fimY,3,0.45233,0.115079,0.776655,d1,FQ312003.1,610979,611702,-,gene-SL1344_0543,SL1344_0543,5bc
yafB,3,-0.77393,0.117063,0.999995,d1,HE654725.1,5712,6315,-,gene-SL1344_P2_0010,SL1344_P2_0010,5bc
spvC,4,-0.61481,0.153486,0.999995,d1,HE654724.1,66046,66655,+,gene-SL1344_P1_0069,SL1344_P1_0069,5bc
exc,4,-0.82351,0.162151,0.999995,d1,HE654725.1,43905,44568,-,gene-SL1344_P2_0055,SL1344_P2_0055,5bc
hybA,1,-3.1464,0.078665,0.999995,d1,FQ312003.1,3332357,3333344,-,gene-SL1344_3123,SL1344_3123,5bc
rfaG,2,-8.7573,0.12873,0.999995,d1,FQ312003.1,3938051,3939176,-,gene-SL1344_3688,SL1344_3688,5bc
ydeW,2,-1.4974,0.12873,0.999995,d1,FQ312003.1,4303723,4304683,-,gene-SL1344_4022,SL1344_4022,5bc
SL1344_P1_0036,4,-0.44524,0.19709,0.999995,d1,HE654724.1,33258,33729,+,gene-SL1344_P1_0036,SL1344_P1_0036,5bc
traS,3,-0.67332,0.168843,0.999995,d1,HE654724.1,10678,11173,-,gene-SL1344_P1_0009,SL1344_P1_0009,5bc
traS,3,-0.67332,0.168843,0.999995,d1,HE654725.1,53205,53394,-,gene-SL1344_P2_0062,SL1344_P2_0062,5bc
rfaL,2,-1.0496,0.153486,0.999995,d1,FQ312003.1,3929603,3930818,+,gene-SL1344_3679,SL1344_3679,5bc
hybE,1,-3.16,0.115079,0.999995,d1,FQ312003.1,3328514,3329003,-,gene-SL1344_3119,SL1344_3119,5bc
SL1344_2551,4,-0.49487,0.251488,0.999995,d1,FQ312003.1,2731591,2732416,-,gene-SL1344_2551,SL1344_2551,5bc
prgH,3,-1.3743,0.215939,0.999995,d1,FQ312003.1,3038917,3040096,-,gene-SL1344_2854,SL1344_2854,5bc
SL1344_4470,1,-2.0544,0.12873,0.999995,d1,FQ312003.1,4818058,4819120,+,gene-SL1344_4470,SL1344_4470,5bc
rfaP,2,-2.6256,0.205102,0.999995,d1,FQ312003.1,3937261,3938059,-,gene-SL1344_3687,SL1344_3687,5bc
cib,3,-0.6598,0.251488,0.999995,d1,HE654725.1,8293,10174,+,gene-SL1344_P2_0012,SL1344_P2_0012,5bc
SL1344_3500,1,-3.8245,0.133852,0.999995,d1,FQ312003.1,3719300,3720056,-,gene-SL1344_3500,SL1344_3500,5bc
SL1344_4239,3,-0.56751,0.265099,0.999995,d1,FQ312003.1,4569885,4570152,-,gene-SL1344_4239,SL1344_4239,5bc
sulII,1,-3.1289,0.168843,0.999995,d1,HE654726.1,26,842,-,gene-SL1344_P3_0001,SL1344_P3_0001,5bc
traB,3,-0.39671,0.332716,0.999995,d1,HE654724.1,27797,29219,-,gene-SL1344_P1_0028,SL1344_P1_0028,5bc
traB,3,-0.39671,0.332716,0.999995,d1,HE654725.1,84946,85480,-,gene-SL1344_P2_0102,SL1344_P2_0102,5bc
SL1344_4471,2,-0.68657,0.268424,0.999995,d1,FQ312003.1,4819137,4820148,+,gene-SL1344_4471,SL1344_4471,5bc
sogL,3,-0.64005,0.368879,0.999995,d1,HE654725.1,58483,62251,-,gene-SL1344_P2_0071,SL1344_P2_0071,5bc
frdA,1,-3.9277,0.195809,0.999995,d1,FQ312003.1,4604562,4606353,-,gene-SL1344_4280,SL1344_4280,5bc
srgC,3,-0.53485,0.394924,0.999995,d1,HE654724.1,89116,89875,+,gene-SL1344_P1_0097,SL1344_P1_0097,5bc
purD,1,-6.9103,0.199697,0.999995,d1,FQ312003.1,4412491,4413781,-,gene-SL1344_4114,SL1344_4114,5bc
traT,4,-0.70925,0.477587,0.999995,d1,HE654724.1,9911,10643,-,gene-SL1344_P1_0008,SL1344_P1_0008,5bc
traT,4,-0.70925,0.477587,0.999995,d1,HE654725.1,52421,53222,-,gene-SL1344_P2_0061,SL1344_P2_0061,5bc
rfbU,2,-1.0383,0.332716,0.999995,d1,FQ312003.1,2163952,2165014,-,gene-SL1344_2063,SL1344_2063,5bc
yhjV,10,-0.17824,0.594713,0.999995,d1,FQ312003.1,3830255,3831554,+,gene-SL1344_3591,SL1344_3591,5bc
hybC,1,-3.403,0.235628,0.999995,d1,FQ312003.1,3329489,3331193,-,gene-SL1344_3121,SL1344_3121,5bc
SL1344_4441,1,-2.1472,0.251488,0.999995,d1,FQ312003.1,4784908,4785643,+,gene-SL1344_4441,SL1344_4441,5bc
SL1344_3644,2,-0.57632,0.411376,0.999995,d1,FQ312003.1,3887214,3889170,+,gene-SL1344_3644,SL1344_3644,5bc
bigA,3,-0.29747,0.501026,0.999995,d1,FQ312003.1,3650652,3656547,+,gene-SL1344_3445,SL1344_3445,5bc
pilP,3,-0.67932,0.534235,0.999995,d1,HE654725.1,76811,77264,-,gene-SL1344_P2_0091,SL1344_P2_0091,5bc
rfbG,1,-2.8119,0.316814,0.999995,d1,FQ312003.1,2169980,2171060,-,gene-SL1344_2068,SL1344_2068,5bc
SL1344_P1_0064,2,-0.63278,0.477587,0.999995,d1,HE654724.1,58659,59685,+,gene-SL1344_P1_0064,SL1344_P1_0064,5bc
deaD,2,-1.1224,0.491437,0.999995,d1,FQ312003.1,3466889,3468779,-,gene-SL1344_3253,SL1344_3253,5bc
rfaJ,1,-2.5583,0.334282,0.999995,d1,FQ312003.1,3933800,3934811,-,gene-SL1344_3683,SL1344_3683,5bc
pefC,2,-0.68132,0.564563,0.999995,d1,HE654724.1,80611,82909,+,gene-SL1344_P1_0088,SL1344_P1_0088,5bc
ptsA,1,-1.114,0.402737,0.999995,d1,FQ312003.1,4345928,4348430,-,gene-SL1344_4060,SL1344_4060,5bc
rfaB,1,-1.5737,0.411376,0.999995,d1,FQ312003.1,3935847,3936927,-,gene-SL1344_3685,SL1344_3685,5bc
SL1344_0058,2,-0.37867,0.594713,0.999995,d1,FQ312003.1,67051,68392,-,gene-SL1344_0058,SL1344_0058,5bc
pilL,2,-0.40519,0.594713,0.999995,d1,HE654725.1,80671,81739,-,gene-SL1344_P2_0095,SL1344_P2_0095,5bc
siiB,4,-0.35155,0.691031,0.999995,d1,FQ312003.1,4499777,4501166,+,gene-SL1344_4194,SL1344_4194,5bc
SL1344_3227,3,-0.21849,0.691031,0.999995,d1,FQ312003.1,3444174,3445089,+,gene-SL1344_3227,SL1344_3227,5bc
SL1344_3499,3,-0.34563,0.691031,0.999995,d1,FQ312003.1,3718351,3719257,+,gene-SL1344_3499,SL1344_3499,5bc
recG,1,-1.3402,0.477587,0.999995,d1,FQ312003.1,3958194,3960276,+,gene-SL1344_3710,SL1344_3710,5bc
pilM,2,-0.62091,0.631779,0.999995,d1,HE654725.1,80234,80672,-,gene-SL1344_P2_0094,SL1344_P2_0094,5bc
SL1344_3487,3,-0.23132,0.691031,0.999995,d1,FQ312003.1,3704446,3706000,-,gene-SL1344_3487,SL1344_3487,5bc
trbC,2,-0.55193,0.655674,0.999995,d1,HE654724.1,19687,20326,-,gene-SL1344_P1_0017,SL1344_P1_0017,5bc
